Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
ProVocation1995,0,0,0,0,0,0,0,0,0,0,0,0,3.18874e+06,2,0,0,0
Proffikiller1,0,0,0,0,0,0,0,0,0,0,0,0,1.81847e+06,2,0,0,0
PrzemekDidak,0,0,0,0,0,0,0,0,0,0,0,0,39020,2,0,0,0
Psypirinhas,0,0,0,0,0,0,0,0,0,0,0,0,4.32512e+06,2,0,0,0
REDbalzz,2,3372,0,0,9,0,3250,0,13,4,0,0,365170,3,16.955,27.6916,10.3491
RRoutlaw,0,0,0,0,0,0,0,0,0,0,0,0,141085,1,0,0,0
RU_Kenny,18,18612,9,0,85,0,39510,1,83,102,0,0,1.25339e+06,2,44.4144,53.4739,11.8448
Radnetro,0,0,0,0,0,0,0,0,0,0,0,0,1.1479e+06,2,0,0,0
RaikoX,0,0,0,0,0,0,0,0,0,0,0,0,2.24391e+06,2,0,0,0
RangerJager44,0,0,0,0,0,0,0,0,0,0,0,0,1.59281e+06,2,0,0,0
RazerAki,12,13260,4,0,4,0,49070,0,36,102,0,0,3.82917e+06,2,35.5943,117.73,7.99658
RealmofChaos666,16,14760,10,0,34,0,13660,0,23,25,0,0,1.00127e+06,2,40.4515,33.1753,7.40427
Redmeet55,0,0,0,0,0,0,0,0,0,0,0,0,1.53124e+06,2,0,0,0
Renderz71,3,1744,1,0,37,0,3510,0,14,9,0,0,2.54163e+06,2,15.007,79.625,17.8485
Reserved08,0,0,0,0,0,0,0,0,0,0,0,0,117290,2,0,0,0
RiS84,0,0,0,0,0,0,0,0,0,0,0,0,1.30428e+07,2,0,0,0
Rigel241,0,0,0,0,0,0,0,0,0,0,0,0,415245,2,0,0,0
RlPP4,5,2860,5,0,25,0,6120,0,4,5,0,0,728270,2,19.157,23.2321,11.9149
RogerMicaPT,0,0,0,0,0,0,0,0,0,0,0,0,3.03219e+06,2,0,0,0
Roik28,8,8153,1,0,11,0,18040,0,28,30,0,0,2.04513e+06,2,28.0664,66.7786,7.89107
RoughDrapht,0,0,0,0,0,0,0,0,0,0,0,0,1.96754e+06,1,0,0,0
Rukuh4,0,0,0,0,0,0,0,0,0,0,0,0,2.58108e+06,3,0,0,0
Runninbutt,3,3499,0,4,0,0,4100,0,11,15,0,0,3.05295e+06,2,18.1403,93.6733,7.07943
Ryno89,0,0,0,0,0,0,0,0,0,0,0,0,3.43289e+06,2,0,0,0
SKiLLeRGoRiLLa,0,0,0,0,0,0,0,0,0,0,0,0,1.55005e+06,2,0,0,0
SalazarFriasCJ,0,0,0,0,0,0,0,0,0,0,0,0,1.74861e+06,2,0,0,0
SecCmajk,5,5040,0,0,0,0,4120,0,13,22,0,0,1.2366e+06,2,22.0966,47.0574,5.35774
Sergeant_H3CTOR,0,0,0,0,0,0,0,0,0,0,0,0,2.56724e+06,2,0,0,0
SinnermanIT,0,0,0,0,0,0,0,0,0,0,0,0,5.74118e+06,2,0,0,0
Skav-552,1,758,0,0,0,0,370,0,1,0,0,0,649695,2,10.0977,20.2031,4.38582
Skepticu,7,4608,45,0,318,0,9920,0,20,18,0,0,4.03929e+06,2,23.5939,109.578,57.1354
SmittyWerbenJJK,0,0,0,0,0,0,0,0,0,0,0,0,5.31776e+06,2,0,0,0
Snadi72,11,9538,28,0,32,1,26310,0,35,17,0,0,3.0084e+06,2,32.1426,84.6288,11.9927
Spruehsahne001,0,0,0,0,0,0,0,0,0,0,0,0,919600,2,0,0,0
Stark77_HUN,0,0,0,0,0,0,0,0,0,0,0,0,6.42251e+06,2,0,0,0
Starlingz2,0,0,0,0,0,0,0,0,0,0,0,0,5.87718e+06,2,0,0,0
StudyGoldApple,12,12728,0,2,69,0,12100,0,10,16,0,0,1.13338e+06,3,35.2748,34.4875,10.6346
SupraBlitz,0,0,0,0,0,0,0,0,0,0,0,0,1.21442e+06,2,0,0,0
SurlyABeaver,8,7075,0,0,0,0,18920,0,24,24,0,0,2.50743e+06,1,27.1407,75.814,6.97361
SvetoslavAt,4,3768,0,0,0,0,3430,0,13,11,0,0,1.94101e+06,2,19.5183,62.2723,5.4106
T1mBob,0,0,0,0,0,0,0,0,0,0,0,0,1.17854e+06,2,0,0,0
T483,0,0,0,0,0,0,0,0,0,0,0,0,1.03498e+07,3,0,0,0
TEN-l0,0,0,0,0,0,0,0,0,0,0,0,0,305805,3,0,0,0
TGR_Recon,0,0,0,0,0,0,0,0,0,0,0,0,1.90218e+06,2,0,0,0
TONl_KARMA,5,8693,0,0,2,0,8740,0,9,13,0,0,234065,2,25.4995,15.0996,6.46599
TSAO7,6,5932,0,0,0,0,10180,0,37,23,0,0,256150,3,24.0499,27.7132,6.41736
Tashpeters,0,0,0,0,0,0,0,0,0,0,0,0,361245,1,0,0,0
Tauryu,0,0,0,0,0,0,0,0,0,0,0,0,236115,2,0,0,0
TheEgilan,3,1558,26,0,61,0,9560,0,21,9,0,0,353305,2,14.5644,30.3709,36.513
TheKlLLArR,0,0,0,0,0,0,0,0,0,0,0,0,2.74807e+06,2,0,0,0
TheUltraParanoia,4,4715,33,0,59,0,6560,0,6,13,0,0,106845,3,20.7213,12.4603,29.3637
Tmpst,2,1705,0,0,0,0,7340,0,16,2,0,0,1.59738e+06,2,13.9169,59.9366,7.78335
Torana383,9,8335,51,0,95,0,10490,0,21,21,0,0,119105,3,29.2144,12.8215,21.8423
TouretteTauriel,27,28807,31,5,125,0,27720,1,26,65,0,0,327710,2,57.5501,15.6766,10.6596
TrentoQ,0,0,0,0,0,0,0,0,0,0,0,0,1.07868e+07,3,0,0,0
Trump3nReich,0,0,0,0,0,0,0,0,0,0,0,0,129840,3,0,0,0
UCT_MASTER,9,8474,0,0,0,0,9550,0,25,7,1,0,3.5225e+06,2,29.3261,94.6262,5.70728
Ulkoministeri,0,0,0,0,0,0,0,0,0,0,0,0,172225,2,0,0,0
Unkrautex,2,2283,0,0,0,0,3270,0,12,7,0,0,2.55151e+06,2,15.1336,83.8592,6.35886
UseTheForkLuke,6,4497,14,0,67,0,11650,0,14,9,1,1,1.16118e+06,0,22.4598,39.1811,19.6375
Vasatai_ZA,15,6269,8,0,30,0,5370,0,9,7,0,0,86895,3,33.3851,4.86531,6.34981
VenniWW,0,0,0,0,0,0,0,0,0,0,0,0,1.10024e+06,2,0,0,0
Vinc1705,1,204,0,0,0,0,750,0,0,1,0,0,1.18908e+06,2,6.87634,33.8761,5.23318
Vinhatuga,0,0,0,0,0,0,0,0,0,0,0,0,290550,2,0,0,0
Viper011220,0,0,0,0,0,0,0,0,0,0,0,0,127675,3,0,0,0
WASD_73,56,29114,28,0,86,1,29010,0,15,9,0,0,599075,2,86.6581,16.8872,6.7707
WhiskeyhotelUSA,2,4141,16,0,9,0,5160,0,10,22,0,0,399260,2,18.0139,43.6088,19.127
XF1SHERIK,0,0,0,0,0,0,0,0,0,0,0,0,1.13941e+06,1,0,0,0
Xaross_GR,0,0,0,0,0,0,0,0,0,0,0,0,1.0776e+06,2,0,0,0
XxAnger_NaturexX,0,0,0,0,0,0,0,0,0,0,0,0,330390,2,0,0,0
ZOD2011,0,0,0,0,0,0,0,0,0,0,0,0,774705,2,0,0,0
Zenake,0,0,0,0,0,0,0,0,0,0,0,0,4.14208e+06,2,0,0,0
Zp4rty_P0oPer,0,0,0,0,0,0,0,0,0,0,0,0,2.90869e+06,2,0,0,0
Zynked,0,0,0,0,0,0,0,0,0,0,0,0,3.54069e+06,2,0,0,0
_Easy_Living_,19,18140,8,0,45,0,40060,0,52,116,0,0,3.98341e+06,2,45.1894,115.29,8.77591
___Ehs0r___,0,0,0,0,0,0,0,0,0,0,0,0,1.98089e+06,2,0,0,0
akolith,0,0,0,0,0,0,0,0,0,0,0,0,1.14834e+06,2,0,0,0
ammarkhayat,2,3790,41,0,99,0,15040,0,10,9,0,0,6.47165e+06,2,17.5484,173.746,79.3122
arad284,0,0,0,0,0,0,0,0,0,0,0,0,884025,2,0,0,0
aversitisomas,12,10913,0,0,40,0,12150,0,2,4,3,2,1.11127e+06,2,34.1124,31.935,8.64021
baggedmazda,0,449,3,0,16,0,890,0,1,0,0,0,546350,1,7.64184,0,0
balawin,0,0,0,0,0,0,0,0,0,0,0,0,327465,2,0,0,0
bernard_huppup,4,3710,1,0,9,0,7920,0,13,9,0,0,468660,2,19.4384,24.4594,8.67062
buIIetbill,0,0,0,0,0,0,0,0,0,0,0,0,644575,2,0,0,0
cameltoe76,0,0,0,0,0,0,0,0,0,0,0,0,8.3959e+06,2,0,0,0
cavanay,0,0,0,0,0,0,0,0,0,0,0,0,528335,2,0,0,0
clsmn89,8,9989,31,0,66,0,21540,0,44,31,0,0,2.1059e+06,2,29.4704,72.2376,19.2031
crazyHeavyM3tal,4,4251,41,0,106,0,9760,1,6,16,0,0,967185,2,20.1543,37.3162,43.0283
czaar_aam,3,2420,0,0,0,0,450,0,7,11,0,0,2.34014e+06,2,16.3909,71.837,3.49964
d0nkaione,0,0,0,0,0,0,0,0,0,0,0,0,2.92014e+06,2,0,0,0
da2ky,0,0,0,0,0,0,0,0,0,0,0,0,1.74257e+06,2,0,0,0
deadfool01,12,12937,21,0,67,0,35040,0,64,76,0,2,682695,1,35.4013,42.0572,14.351
dedeal,0,0,0,0,0,0,0,0,0,0,0,0,9.04551e+06,1,0,0,0
edelweiss23x,0,0,0,0,0,0,0,0,0,0,0,0,9.29507e+06,2,0,0,0
ek3jp,0,0,0,0,0,0,0,0,0,0,0,0,1.37767e+06,3,0,0,0
fearless1671,2,2017,0,0,0,0,1890,0,8,9,0,0,1.22049e+07,2,14.6028,297.488,5.54444
fefra21,0,0,0,0,0,0,0,0,0,0,0,0,1.05635e+07,0,0,0,0
headcrack1948,0,0,0,0,0,0,0,0,0,0,0,0,2.15225e+06,2,0,0,0
heitech,0,0,0,0,0,0,0,0,0,0,0,0,3.12381e+06,2,0,0,0
hieninger,0,0,0,0,0,0,0,0,0,0,0,0,396550,2,0,0,0
hir4yug4,2,2978,15,0,40,0,5110,0,6,11,0,0,247925,3,16.3488,24.4851,34.1096
iKeule257,7,6907,18,0,39,0,15070,0,33,25,0,0,9.47844e+06,2,25.9882,237.258,14.811
jacobthekiller92,0,0,0,0,0,0,0,0,0,0,0,0,551900,2,0,0,0
jerry22gao,0,0,0,0,0,0,0,0,0,0,0,0,291000,2,0,0,0
jubdub1,0,0,0,0,0,0,0,0,0,0,0,0,4.17636e+06,1,0,0,0
jzofop,0,0,0,0,0,0,0,0,0,0,0,0,1.20247e+06,2,0,0,0
kaga235711,1,1871,7,0,9,0,9710,0,8,9,0,0,99650,3,13.2914,37.2468,25.9267
kerotrou,13,15094,0,0,8,0,13330,0,3,22,0,0,1.23579e+06,3,37.6344,36.0373,5.65823
kiki618,0,0,0,0,0,0,0,0,0,0,0,0,94675,3,0,0,0
kirbach,0,0,0,0,0,0,0,0,0,0,0,0,6.46016e+06,2,0,0,0
